tensor([5.5337e-01, 0.0000e+00, 0.0000e+00, 6.7108e-01, 9.9140e-01, 0.0000e+00,
        0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 9.0983e-02, 0.0000e+00,
        6.2353e-01, 0.0000e+00, 0.0000e+00, 2.9866e-01, 3.1320e-01, 2.0020e-01,
        1.2989e-01, 6.5480e-01, 5.5109e-01, 6.8113e-01, 0.0000e+00, 0.0000e+00,
        4.4990e-04, 6.9305e-01, 3.9894e-01, 2.7193e-01, 0.0000e+00, 1.8061e-01,
        3.3322e-01, 5.1163e-01, 0.0000e+00, 3.5837e-01, 0.0000e+00, 8.3634e-01,
        0.0000e+00, 4.1211e-01, 6.4655e-01, 0.0000e+00, 0.0000e+00, 5.2105e-01,
        0.0000e+00, 5.0211e-01, 5.3039e-01, 7.8723e-01, 0.0000e+00, 0.0000e+00,
        9.6767e-01, 3.7480e-01, 5.2340e-01, 5.7583e-01, 0.0000e+00, 3.1609e-01,
        0.0000e+00, 6.9699e-01, 0.0000e+00, 8.0681e-01, 2.9866e-01, 4.3903e-03,
        3.2754e-01, 0.0000e+00, 3.7480e-01, 3.8022e-01, 0.0000e+00, 5.5790e-01,
        7.5248e-01, 1.5388e-01, 0.0000e+00, 2.9278e-01, 0.0000e+00, 3.8291e-01,
        0.0000e+00, 6.5480e-01, 4.4048e-01, 4.5562e-01, 5.9996e-01, 3.4167e-01,
        0.0000e+00, 5.9562e-01])
